Summary_Sentence,Country_A,Country_B,Country_Pair
China and Myanmar have active bilateral relations with each other.,China,Myanmar,China_Myanmar
"However, recently, the relations between China and Myanmar have faced some problems due to recent ongoing conflicts with ethnic Chinese rebels and Tatmadaw near the border, as well as Burmese recent hostilities against Chinese.",China,Myanmar,China_Myanmar
"The relationship between China and Myanmar, while much closer and warmer than relations with China's other Southeast Asian neighbor, Vietnam; also faces difficulties due to the effects of alleged Chinese-sponsored debt-traps and Chinese-backed militants in northern Myanmar territories.",China,Myanmar,China_Myanmar
Relations between neighbours Jordan and Syria have ancient roots as both countries are historically parts of Greater Syria.,Jordan,Syria,Jordan_Syria
The two states were created after the First World War from former Ottoman dominions by way of a secret bilateral agreement between Britain and France.,Jordan,Syria,Jordan_Syria
"Relations have long been complex due to the substantial ethnic and cultural differences between the two nations and their sharing the island of Hispaniola, part of the Greater Antilles archipelago in the Caribbean region.",Dominican Republic,Haiti,Dominican Republic_Haiti
The living standards in the Dominican Republic are considerably higher than those in Haiti.,Dominican Republic,Haiti,Dominican Republic_Haiti
The migration of impoverished Haitians and deep-set cultural differences have contributed to a long-standing conflict.,Dominican Republic,Haiti,Dominican Republic_Haiti
Canada–Mali relations concern the bilateral relationship between the countries of Canada and Mali.,Canada,Mali,Canada_Mali
Mali has an embassy in Ottawa whilst Canada has an embassy in Bamako.,Canada,Mali,Canada_Mali
Canada is a significant foreign aid donor and Canadian companies have provided technical and other assistance to Mali.,Canada,Mali,Canada_Mali
Canadian companies have also significantly invested in Mali's mining sector.,Canada,Mali,Canada_Mali
"Owing to the Canadian government's policies on tied aid, approximately two-thirds of the one billion dollars (constant 2007 US $) that Canada has provided in bilateral official development assistance to Mali over the period 1960–2007 has returned to the Canadian private sector in the form of procurement contracts, chiefly in technical consulting, telecommunications, hydroelectricity, and railways.",Canada,Mali,Canada_Mali
Canada's contribution represented 7% of Mali's total country-to-country aid receipts of $14.0 bn.,Canada,Mali,Canada_Mali
"over this period, ranking it fifth-largest donor country.",Canada,Mali,Canada_Mali
"More than 99% of Canada-to-Mali aid disbursements have been in the form of grants, with concessional loans comprising $7.1m. (",Canada,Mali,Canada_Mali
0.8%).,Canada,Mali,Canada_Mali
"Canada has also channeled aid indirectly to Mali via multilateral institutions including the World Bank and agencies of the United Nations, and this is estimated at $355m. (",Canada,Mali,Canada_Mali
"constant 2007 US $) over 1975–2007, or 5% of Mali's total multilateral aid receipts of $7.2bn.",Canada,Mali,Canada_Mali
over the same period.,Canada,Mali,Canada_Mali
Canadian imports of cotton from Mali peaked at Cdn.$20m.,Canada,Mali,Canada_Mali
"in 1999, but have ceased entirely since 2005; Canada had an overall trade balance with Mali of Cdn.$22m.",Canada,Mali,Canada_Mali
during the period 1990–2008.,Canada,Mali,Canada_Mali
"People's Republic of China has officially recognized Montenegro on June 14, 2006.",China,Montenegro,China_Montenegro
"Diplomatic relations between the two countries were established on July 7, 2006.",China,Montenegro,China_Montenegro
"China transformed its consulate into an embassy in Podgorica on July 7, 2006.",China,Montenegro,China_Montenegro
"Montenegrin embassy in China opened in Beijing on November 13, 2007.",China,Montenegro,China_Montenegro
"Algeria maintains an embassy in Bamako and a consulate in Gao, while Mali has en embassy in Algiers.",Algeria,Mali,Algeria_Mali
"The relationship between two countries, once former colonies of France, both share the Sahel desert as border, and also having a very long border, has made the relationship become a major obstacle for both two neighboring states.",Algeria,Mali,Algeria_Mali
"As two majority Sunni Muslim countries, recent instability in Mali, notably the Azawad of the Tuareg people has poured a large presence of al-Qaeda in the Islamic Maghreb and it has pushes Algeria into a difficult situation.",Algeria,Mali,Algeria_Mali
"To retaliate, Algeria fortified their border and deployed more troops to secure the border with Mali.",Algeria,Mali,Algeria_Mali
The fear of growing militants from Mali brings Algeria and the United States to discuss on how to curb their extremist actions.,Algeria,Mali,Algeria_Mali
"Malian immigrants has formed at least 1% of Algerian population, and most live in coastal cities such as Oran, Constantine and Algiers, although Malians sometimes live in the South, notably in Tamanrasset and Adrar Provinces.",Algeria,Mali,Algeria_Mali
Algeria and Mali have been going further to diversify economic cooperation.,Algeria,Mali,Algeria_Mali
"Algeria has been a major investor to Mali, economically due to Algeria's economic progress and lesser poverty comparing to Mali.",Algeria,Mali,Algeria_Mali
The United States and St. Vincent have solid bilateral relations.,Saint Vincent and the Grenadines,United States,Saint Vincent and the Grenadines_United States
Both governments are concerned with eradicating local marijuana cultivation and combating the illegal drug trade.,Saint Vincent and the Grenadines,United States,Saint Vincent and the Grenadines_United States
"In 1995, the United States and St. Vincent signed a maritime law enforcement agreement.",Saint Vincent and the Grenadines,United States,Saint Vincent and the Grenadines_United States
"In 1996, the Government of St. Vincent and the Grenadines signed an extradition treaty with the United States.",Saint Vincent and the Grenadines,United States,Saint Vincent and the Grenadines_United States
"In 1997, the two countries signed a mutual legal assistance treaty.",Saint Vincent and the Grenadines,United States,Saint Vincent and the Grenadines_United States
The United States supports the Government of St. Vincent and the Grenadines' efforts to expand its economic base and to provide a higher standard of living for its citizens.,Saint Vincent and the Grenadines,United States,Saint Vincent and the Grenadines_United States
U.S. assistance is channeled primarily through multilateral agencies such as the World Bank.,Saint Vincent and the Grenadines,United States,Saint Vincent and the Grenadines_United States
"The United States has 10 Peace Corps volunteers in St. Vincent and the Grenadines, working in primary literacy education.",Saint Vincent and the Grenadines,United States,Saint Vincent and the Grenadines_United States
The U.S. military also provides assistance through construction and humanitarian civic action projects.,Saint Vincent and the Grenadines,United States,Saint Vincent and the Grenadines_United States
"A relatively small number of Americans—fewer than 1,000—reside on the islands.",Saint Vincent and the Grenadines,United States,Saint Vincent and the Grenadines_United States
Principal U.S. Embassy Officials include:United States Ambassador—Linda S. TaglialatelaDeputy Chief of Mission—O.P. GarzaPolitical/Economic Counselor—Ian CampbellConsul General—Clyde Howard Jr.Regional Labor Attaché—Jake AllerCommercial Affairs—Jake AllerPublic Affairs Officer—John RobertsPeace Corps Director—Kate Raftery,Saint Vincent and the Grenadines,United States,Saint Vincent and the Grenadines_United States
France controlled Madagascar beginning in 1895 until the islands nation independence in 1960.,France,Madagascar,France_Madagascar
Both nations are today members of the Francophonie and the United Nations.,France,Madagascar,France_Madagascar
"Ghana – United States relations have generally been friendly since Ghana's independence, except for a period of strained relations during the later years of the Nkrumah regime.",Ghana,United States,Ghana_United States
 Ghana was the first country to which United States Peace Corps volunteers were sent in 1961.,Ghana,United States,Ghana_United States
" Ghana and the United States are signatories to twenty agreements and treaties covering such matters as agricultural commodities, aviation, defense, economic and technical cooperation, education, extradition, postal matters, telecommunications, and treaty obligations.",Ghana,United States,Ghana_United States
" The refusal of the United States to join the International Cocoa Agreement, given Ghana's heavy dependence on cocoa exports to earn hard currency, is the most serious bilateral issue between the two countries.",Ghana,United States,Ghana_United States
"According to the Pew Research Global Attitudes Project, 83% of Ghanaians viewed the U.S. favorably in 2002, declining slightly down to 80% in 2007, according to the 2012 U.S. Global Leadership Report, 79% of Ghanaians approve of U.S. leadership, with 12% disapproving and 10% uncertain, and in a 2013 BBC World Service Poll, 82% of Ghanaians view U.S. influence positively, the highest rating for any surveyed African country.",Ghana,United States,Ghana_United States
"Interstate relations between the United States and Belarus began in 1991 upon the dissolution of the Soviet Union, of which Belarus had been a part.",Belarus,United States,Belarus_United States
" However, the relations have turned sour due to accusations by the United States that Belarus has been violating human rights.",Belarus,United States,Belarus_United States
" Belarus, in turn, has accused the United States of interfering in its internal affairs.",Belarus,United States,Belarus_United States
In 2008 Belarus recalled its ambassador from Washington and insisted that the Ambassador of the United States must leave Minsk.,Belarus,United States,Belarus_United States
"According to the 2012 U.S. Global Leadership Report, only 20% of Belarusians approve of U.S. leadership, with 30% disapproving and 50% uncertain, the fourth-lowest rating for any surveyed country in Europe.",Belarus,United States,Belarus_United States
Croatia has an embassy in Ljubljana and two honorary consulates in Maribor and Koper.,Croatia,Slovenia,Croatia_Slovenia
Slovenia has an embassy in Zagreb and an honorary consulate in Split.,Croatia,Slovenia,Croatia_Slovenia
The countries share 670 km (420 mi) of common border.,Croatia,Slovenia,Croatia_Slovenia
"Relations between Slovenia and Croatia are generally considered to be friendly, but plagued with a series of unresolved border disputes and other vestiges from the time when both countries were the northernmost part of SFR Yugoslavia.",Croatia,Slovenia,Croatia_Slovenia
"Denmark has an embassy in Jakarta, and Indonesia has an embassy in Copenhagen.",Denmark,Indonesia,Denmark_Indonesia
"Bilateral relations are strong, as well as the humanitarian response to the December 2004 Indian Ocean tsunami, which claimed the lives of 45 Danes.",Denmark,Indonesia,Denmark_Indonesia
"In 2015, after focusing on China and South Korea, Denmark is gearing up to enhance its relations with Indonesia, hoping that it will help Denmark to build strong ties with the whole Southeast Asian region.",Denmark,Indonesia,Denmark_Indonesia
"Iran and Saudi Arabia have no diplomatic relations following an attack on the Saudi embassy in Tehran in January 2016 after Saudi Arabia executed Sheikh Nimr al-Nimr, a Shia cleric.",Iran,Saudi Arabia,Iran_Saudi Arabia
"Bilateral relations between the countries have been strained over several geo-political issues such as the interpretations of Islam, aspirations for leadership of the Islamic world, oil export policy and relations with the United States and other Western countries.",Iran,Saudi Arabia,Iran_Saudi Arabia
"Saudi Arabia is a conservative Sunni absolute monarchy established in 1932, with a tradition of close ties to the United States and the United Kingdom.",Iran,Saudi Arabia,Iran_Saudi Arabia
"Modern Iran is a Twelver Shia Islamic republic founded in 1979, with a political system that includes elements of a parliamentary democracy vetted and supervised by a theocracy governed by a ""Supreme Leader"".",Iran,Saudi Arabia,Iran_Saudi Arabia
Both countries are major oil and gas exporters and have clashed over energy policy.,Iran,Saudi Arabia,Iran_Saudi Arabia
"Saudi Arabia, with its large oil reserves and smaller population, has a greater interest in taking a long-term view of the global oil market and incentive to moderate prices.",Iran,Saudi Arabia,Iran_Saudi Arabia
"In contrast, Iran is compelled to focus on high prices in the short term due to its low standard of living given recent sanctions after its decade old war with Saddam's Iraq and its larger population.",Iran,Saudi Arabia,Iran_Saudi Arabia
"In the Syrian Civil War, Iran has supported the Syrian government militarily and with billions of dollars of aid, while Saudi Arabia was a major supplier of aid to rebel groups.",Iran,Saudi Arabia,Iran_Saudi Arabia
Both countries have accused each other of support for terrorism.,Iran,Saudi Arabia,Iran_Saudi Arabia
Iran and Saudi Arabia are both mixed up in the strive for dominance of their region.,Iran,Saudi Arabia,Iran_Saudi Arabia
The Bahamas maintains an Honorary Consulate in New Delhi.,Bahamas,India,Bahamas_India
"The High Commission of India in Kingston, Jamaica concurrently accredited to The Bahamas.",Bahamas,India,Bahamas_India
India does not have a resident diplomatic mission in The Bahamas.,Bahamas,India,Bahamas_India
Diplomatic relations between the People's Republic of China and South Korea were formally established the 1980s the PRC recognized only North Korea while South Korea in turn recognized only the Republic of China in Taiwan.,China,South Korea,China_South Korea
South Korea was the last Asian country to establish relations with the People's Republic of China.,China,South Korea,China_South Korea
"In recent years, China and South Korea have endeavored to boost their strategic and cooperative partnership in numerous sectors, as well as promoting high level relationship.",China,South Korea,China_South Korea
"Trade, tourism and multiculturalism, specifically, have been the most important factors of strengthening two neighbouring countries cooperative partnership.",China,South Korea,China_South Korea
"The relations significantly deteriorated after South Korea announced its intentions to deploy THAAD, a move that China strongly opposed.",China,South Korea,China_South Korea
China imposed an unofficial boycott on South Korea in an attempt to stop them from deploying the missile system.,China,South Korea,China_South Korea
"However, at the end of October 2017, the two countries ended the 1-year-long diplomatic dispute and have been working swiftly to get their relationship back on track since, strengthening exchanges and cooperation between each other, creating harmony of interests, and agreed to resume exchanges and cooperation in all areas.",China,South Korea,China_South Korea
"All economic and cultural bans from China towards South Korea were also lifted as a result, with political and security cooperation, businesses and cultural exchanges between the two countries getting back to healthy state.",China,South Korea,China_South Korea
"Upon resumption of relationship, China and South Korea have been organizing presidential and governmental visits, working together on the Korean Peninsula, assisting with the development of other countries, and cooperating in numerous areas.",China,South Korea,China_South Korea
Gabon maintains an embassy in New Delhi.,Gabon,India,Gabon_India
"The Embassy of India in Kinshasa, Democratic Republic of Congo is jointly accredited to Gabon.",Gabon,India,Gabon_India
India also maintains an honorary consulate in Libreville.,Gabon,India,Gabon_India
Swedish–American relations reach back to the days of the American Revolutionary War.,Sweden,United States,Sweden_United States
The Kingdom of Sweden was the first country not formally engaged in the conflict (though thousands of Swedish volunteers partook on the side of the patriots) to recognize the United States of America before the Treaty of Paris.,Sweden,United States,Sweden_United States
The Treaty of Amity and Commerce was signed subsequently in 1783 between Benjamin Franklin and Swedish representative Gustaf Philip Creutz.,Sweden,United States,Sweden_United States
"According to the 2012 U.S. Global Leadership Report, 36% of Swedes approve of U.S. leadership, with 30% disapproving and 34% uncertain.",Sweden,United States,Sweden_United States
"Under a comprehensive mandate, Sweden's nonalignment policy has led it to serve as the protecting power for the United States and to represent Washington in North Korea on consular matters.",Sweden,United States,Sweden_United States
"Russia has an embassy in Brussels and a consulate-general in Antwerp, whilst Belgium has an embassy in Moscow and a Consulate General in Saint Petersburg.",Belgium,Russia,Belgium_Russia
Both countries are full members of the Council of Europe and the Organization for Security and Co-operation in Europe.,Belgium,Russia,Belgium_Russia
The former country has good relations with the latter.,Belgium,Russia,Belgium_Russia
The relations between Bahrain and Israel refers to the current and historical relations between Bahrain and Israel.,Bahrain,Israel,Bahrain_Israel
Relations are thawing between the two states despite them not have official diplomatic and economic relations.,Bahrain,Israel,Bahrain_Israel
"The foreign minister of Bahrain Khalid bin Ahmed Al Khalifa  has been quoted saying ""Israel is part of this heritage of this whole region, historically.",Bahrain,Israel,Bahrain_Israel
"So, the Jewish people have a place amongst us.""",Bahrain,Israel,Bahrain_Israel
The common threat of Iran has provided common ground for a thaw in what was once tense relations.,Bahrain,Israel,Bahrain_Israel
"Like most Arab states, Bahrain does not recognize Israel and traditionally supports the creation of an independent Palestinian state.",Bahrain,Israel,Bahrain_Israel
"A brief period of warming in relations occurred in the mid-1990s, but occurred again due to the Middle Eastern Cold War as Bahrain recognized Israel's right to exist in May 2018.",Bahrain,Israel,Bahrain_Israel
India and Malta maintain diplomatic relations.,India,Malta,India_Malta
"With the rapid rise of India's economy that now ranks the fifth biggest in the world and rising, Malta opened a High Commission in New Delhi in 2007.",India,Malta,India_Malta
The present Maltese High Commissioner in New Delhi is H.E. Stephen Borg.,India,Malta,India_Malta
"Malta also has Honorary Consulates in Mumbai, Chennai and Kolkata.",India,Malta,India_Malta
"In early 2018 India opened a High Commission in Malta at 29 Triq-Galanton Vassallo, St Venera, SVR 1901.",India,Malta,India_Malta
The present High Commissioner of India to Malta is H.E.Rajesh Vaishnaw.,India,Malta,India_Malta
Both countries are full members of the Commonwealth of Nations.,India,Malta,India_Malta
Iraq does not recognize Israel and consequently the two countries do not have any formal diplomatic relations.,Iraq,Israel,Iraq_Israel
Iraq declared war on the newly established Jewish state in 1948 and since then the two countries have technically been in a state of war.,Iraq,Israel,Iraq_Israel
Iraqi forces participated in wars against Israel in 1967 and 1973.,Iraq,Israel,Iraq_Israel
"In 1981, Israel, claiming a threat to its national security, bombed an Iraqi nuclear reactor under construction at Al Tuwaitha, southeast of Baghdad, to which Iraq did not respond.",Iraq,Israel,Iraq_Israel
"During the Persian Gulf War (1990-91), Iraq fired 42 modified Scud ballistic missiles at Israel, to which Israel did not respond militarily, because of pressure from the United States not to retaliate.",Iraq,Israel,Iraq_Israel
Iraq continues to be a strong supporter of the Arab League boycott of Israel.,Iraq,Israel,Iraq_Israel
Iraqi passports are invalid for travel to Israel and Israeli passports are invalid for entry into Iraq.,Iraq,Israel,Iraq_Israel
"Under Israeli law, Iraq and a number of other Arab and Muslim countries are designated ""enemy states"" which an Israeli citizen may not visit without a special permit issued by the Israeli Interior Ministry.",Iraq,Israel,Iraq_Israel
Costa Rica – United States relations have been historically close; nevertheless there were instances in history where the US and Costa Rica disagreed.,Costa Rica,United States,Costa Rica_United States
One such example might be the case of Freebooter William Walker.,Costa Rica,United States,Costa Rica_United States
"Nevertheless, considering that Costa Rica generally supports the U.S. in international fora, especially in the areas of democracy and human rights, modern day relations are very strong.",Costa Rica,United States,Costa Rica_United States
"According to the 2012 U.S. Global Leadership Report, 41% of Costa Ricans approve of U.S. leadership, while 15% disapproving and 44% uncertain.",Costa Rica,United States,Costa Rica_United States
"Relations are marked by long-shared cultural and political links, as well as former regional rivalry.",Iraq,Syria,Iraq_Syria
"The two countries took their present form after the Sykes–Picot Agreement to dismember the Ottoman Empire into British and French spheres of influence after World War I.Both countries are largely Arab and Muslim, with Kurdish, Christian and Syrian Turkmen and Iraqi Turkmen minorities.",Iraq,Syria,Iraq_Syria
Political relations between them have often been hostile.,Iraq,Syria,Iraq_Syria
"Ever since King Faisal took the Iraqi throne in the early 1920s, Iraqi leaders have dreamed of unifying the two countries.",Iraq,Syria,Iraq_Syria
"Even during the thaw in Iraqi-Syrian relations during the last years of Saddam Hussein, relations between the two countries were not good.",Iraq,Syria,Iraq_Syria
"New diplomatic relations established in November 2006, were heralded as the beginning of an era of close cooperation between Iraq and Syria.",Iraq,Syria,Iraq_Syria
Both countries fought against the Islamic State of Iraq and the Levant (ISIL).,Iraq,Syria,Iraq_Syria
"In the Syrian Civil War, Iraqi volunteers have been fighting in Syria alongside the Syrian Army.",Iraq,Syria,Iraq_Syria
"The two countries are part of the Russia–Syria–Iran–Iraq coalition which was formed as a consequence of an agreement reached at the end of September 2015 between Russia, Iran, Iraq and Syria to ""help and cooperate in collecting information about ISIL to combat the advances of the group, according to the statement issued by the Iraqi Joint Operations Command.",Iraq,Syria,Iraq_Syria
Moldova and Romania have experienced an extremely complicated relationship since Moldova's independence in 1991.,Moldova,Romania,Moldova_Romania
"Pan-Romanianism has been a consistent part of Moldovan politics, and was adopted in the Popular Front of Moldova's platform in 1992.",Moldova,Romania,Moldova_Romania
Romania's relations with neighbour Moldova have been strained since 1994.,Moldova,Romania,Moldova_Romania
Most of Moldova was part of Romania during the Interwar period.,Moldova,Romania,Moldova_Romania
The official language of Moldova is Romanian.,Moldova,Romania,Moldova_Romania
"Likewise, the peoples of the two countries share common traditions and folklore, including a common name for the monetary unit – the leu.",Moldova,Romania,Moldova_Romania
Early signs that Romania and Moldova might unite after both countries achieved emancipation from communist rule quickly faded.,Moldova,Romania,Moldova_Romania
"However, a growing unionist sentiment emerged especially in the second decade of the 21st century.",Moldova,Romania,Moldova_Romania
"While Romania remains interested in Moldovan affairs and its progress towards European integration, approximately 75% of Moldova's population is against unification and is pro-Russian rather than pro-Romanian, which is a result of the historical rule of the Russian Empire in the 19th and 20th centuries, and later the Soviet Union from 1940 to 1991.",Moldova,Romania,Moldova_Romania
"Moldova's current president, Igor Dodon, is greatly against the unification or EU membership.",Moldova,Romania,Moldova_Romania
Eswatini–Russia relations (Russian: Российско–свазилендские отношения) are the bilateral relations between the nations of Eswatini and Russia.,Eswatini,Russia,Eswatini_Russia
Both countries are members of the Southern African Development Community (SADC) and African Union.,South Africa,Zambia,South Africa_Zambia
Relations between France and Algeria span more than five centuries.,Algeria,France,Algeria_France
"This large amount of time has led to many changes within the nation of Algeria; subsequently, affecting the relations enormously.",Algeria,France,Algeria_France
"Through this time period, Algeria has gone through being part of the Ottoman Empire, being conquered and colonized by France, playing an important role in both world wars, and finally being its own nation.",Algeria,France,Algeria_France
"Over time, relations between the nations have suffered, as tension between Algerians and the French has increased.",Algeria,France,Algeria_France
"This being said, however, despite its history, both Algeria and France share a long and historically rich relationship.",Algeria,France,Algeria_France
"In 1992, relations between Algeria and France began to strengthen.",Algeria,France,Algeria_France
Today the relationship between French and Algeria is strong.,Algeria,France,Algeria_France
"France has an Algerian embassy in Paris, and Algeria has a French embassy in Algiers.",Algeria,France,Algeria_France
Both are close allies and members of NATO and Francophonie.,Belgium,Canada,Belgium_Canada
Both have a stance of multilateralism.,Belgium,Canada,Belgium_Canada
"The two nations have official bilingualism (with French being one of the official languages), and similar federal government systems owing in part to language tensions in both.",Belgium,Canada,Belgium_Canada
Both are actively involved in the current war in Afghanistan under ISAF.,Belgium,Canada,Belgium_Canada
"Both countries were part of the Spanish Empire, and share an international border.",Argentina,Bolivia,Argentina_Bolivia
"India–United States relations, also known as Indian–American relations or Indo–American relations, refers to the international relations between the Republic of India and the United States of America.",India,United States,India_United States
Prominent leaders of India's freedom movement had friendly relations with the United States of America which continued well after independence from the United Kingdom in 1947.,India,United States,India_United States
"In 1954, the United States made Pakistan a Central Treaty Organization (CENTO) treaty-ally.",India,United States,India_United States
India cultivated strategic and military relations with the Soviet Union to counter Pakistan–United States relations.,India,United States,India_United States
"In 1961, India became a founding member of the Non-Aligned Movement to avoid involvement in the Cold War power-play between the United States and the Soviet Union.",India,United States,India_United States
The Nixon administration's support for Pakistan during the Indo-Pakistani War of 1971 affected relations until the dissolution of the Soviet Union in 1991.,India,United States,India_United States
"In the 1990s, Indian foreign policy adapted to the unipolar world and developed closer ties with the United States.",India,United States,India_United States
"In the twenty-first century, Indian foreign policy has sought to leverage India's strategic autonomy in order to safeguard sovereign rights and promote national interests within a multi-polar world.",India,United States,India_United States
"Under the administrations of Presidents George W. Bush and Barack Obama, the United States has demonstrated accommodation to India's core national interests and acknowledged outstanding concerns.",India,United States,India_United States
"Increase in bilateral trade & investment, co-operation on global security matters, inclusion of India in decision-making on matters of global governance (United Nations Security Council), upgraded representation in trade & investment forums (World Bank, IMF, APEC), admission into multilateral export control regimes (MTCR, Wassenaar Arrangement, Australia Group) and support for admission in the Nuclear Suppliers Group and joint-manufacturing through technology sharing arrangements have become key milestones and a measure of speed and advancement on the path to closer US–India relations.",India,United States,India_United States
"In 2016, India and United States signed the Logistics Exchange Memorandum of Agreement and India was declared a Major Defense Partner of the United States.",India,United States,India_United States
"According to Gallup's annual World Affairs survey, India is perceived by Americans as their sixth favorite nation in the world, with 71% of Americans viewing India favorably in 2015.",India,United States,India_United States
"Gallup polls found that 74% of Americans viewed India favorably in 2017 and 72% in 2019.In the year 2017, bilateral trade (in both goods & services) grew by 9.8% to reach US$126,100,000,000.",India,United States,India_United States
"India's exports to the US stood at US$76,700,000,000 while USA's exports to India stood at US$49,400,000,000",India,United States,India_United States
"The Embassy of India in Paramaribo, Suriname is concurrently accredited to Saint Vincent and the Grenadines.",India,Saint Vincent and the Grenadines,India_Saint Vincent and the Grenadines
Cape Verde–People's Republic of China relations refers to the current and historical relationship between the People's Republic of China and Cape Verde.,Cape Verde,China,Cape Verde_China
"The two states established bilateral relations in April 1976, shortly after Cape Verde gained independence from the Portuguese Empire.",Cape Verde,China,Cape Verde_China
Cape Verde is an adherent to PR China's One China Policy.,Cape Verde,China,Cape Verde_China
China maintained relations with Cape Verde throughout from 1970s to mid-1990s mainly to prevent the Republic of China (Taiwan) from gaining Cape Verde's international recognition through checkbook diplomacy.,Cape Verde,China,Cape Verde_China
"However, in the mid-1990s, a number of Chinese capitalists began investing in the island nation and relations grew during the 2000s as a result.",Cape Verde,China,Cape Verde_China
Both are members of the GCC.,Oman,Qatar,Oman_Qatar
"Australia – Russia relations (Russian: Российско-австралийские отношения) date back to 1807, when the Russian warship Neva arrived in Sydney as part of its circumnavigation of the globe.",Australia,Russia,Australia_Russia
 Consular relations between Australia and the Russian Empire were established in 1857.,Australia,Russia,Australia_Russia
"Diplomatic relations between Australia and the Soviet Union were established in 1942, and the first Australian embassy opened in 1943.",Australia,Russia,Australia_Russia
"At present, relations between the two countries have severely deteriorated following Russia's involvement in Ukraine as well as the suspected involvement in the downing of Malaysia Airlines Flight 17, which claimed the lives of 38 Australians.",Australia,Russia,Australia_Russia
"Relations were tested as Putin arrived for the 2014 G20 Summit in Brisbane, Queensland, among reports Russian warships were closing in on Australian waters.",Australia,Russia,Australia_Russia
"According to a 2017 Pew Global Attitudes Project survey, 37% of Australians have a favorable view of Russia, with 55% expressing an unfavorable view.",Australia,Russia,Australia_Russia
"Poland has an embassy in Ankara, and a general consulate in Istanbul.",Poland,Turkey,Poland_Turkey
Turkey has an embassy in Warsaw.,Poland,Turkey,Poland_Turkey
 Both countries are full members of NATO and the Union for the Mediterranean.,Poland,Turkey,Poland_Turkey
"Polish-Turkish relations were historically strong, the official relations were established in the 15th century.",Poland,Turkey,Poland_Turkey
"The Ottoman Empire, along with Persia, was the only major country in the world which did not recognize the Partitions of Poland.",Poland,Turkey,Poland_Turkey
"In the 19th century many Polish veterans of the November Uprising, January Uprising and Crimean War arrived in Turkey.",Poland,Turkey,Poland_Turkey
"Many Polish officers, like Michał Czajkowski, served in the Ottoman Army.",Poland,Turkey,Poland_Turkey
"Polish general Marian Langiewicz spent the last years of his life in Turkey, fought in the Ottoman Army and died in Istanbul, where he is buried at the Haydarpaşa Cemetery.",Poland,Turkey,Poland_Turkey
Polish national poet Adam Mickiewicz spent the last months of his life in Istanbul and died there.,Poland,Turkey,Poland_Turkey
The house where he lived was later transformed into the Adam Mickiewicz Museum.,Poland,Turkey,Poland_Turkey
There is also the Polish village of Polonezköy (Adampol) in Turkey.,Poland,Turkey,Poland_Turkey
It lies on the Anatolian side of Istanbul and was settled in 1842 by Polish veterans of the November Uprising.,Poland,Turkey,Poland_Turkey
In the 19th and 20th centuries further Polish settlers arrived.,Poland,Turkey,Poland_Turkey
As of 2009 there is still a Polish minority in the village.,Poland,Turkey,Poland_Turkey
"Famous Turks with partial Polish ancestry include the poet and playwright Nâzım Hikmet, and the soprano opera singer Leyla Gencer.",Poland,Turkey,Poland_Turkey
"After the end of World War II and the Holocaust, relations gradually thawed as West Germany offered to pay reparations to Israel in 1952 and diplomatic relations were officially established in 1965.",Germany,Israel,Germany_Israel
"Nonetheless, a deep mistrust of the German people remained widespread in Israel and the Jewish diaspora communities worldwide for many years after.",Germany,Israel,Germany_Israel
Relations between East Germany and Israel never materialised.,Germany,Israel,Germany_Israel
"Israel and Germany now maintain a ""special relationship"" based on shared beliefs, Western values, and a combination of historical perspectives.",Germany,Israel,Germany_Israel
Among the most important factors in their relations is Nazi Germany's genocide of Jews in Europe during the Holocaust.,Germany,Israel,Germany_Israel
Germany is represented in Israel through its embassy in Tel Aviv and honorary consuls in Eilat and Haifa.,Germany,Israel,Germany_Israel
Israel is represented in Germany through its embassy in Berlin and its Consulate-General in Munich.,Germany,Israel,Germany_Israel
Both countries are full members of the Organisation for Economic Co-operation and Development and the Union for the Mediterranean.,Germany,Israel,Germany_Israel
Ghana–Ivory Coast relations suffered from the same ups and downs that characterized Ghana-Togo relations.,Ghana,Ivory Coast,Ghana_Ivory Coast
"In early 1984, the PNDC government complained that Ivory Coast was allowing Ghanaian dissidents to use its territory as a base from which to carry out acts of sabotage against Ghana.",Ghana,Ivory Coast,Ghana_Ivory Coast
Ghana also accused Ivory Coast of granting asylum to political agitators wanted for crimes in Ghana.,Ghana,Ivory Coast,Ghana_Ivory Coast
"Relations between Ghana and Ivory Coast improved significantly, however, after 1988.",Ghana,Ivory Coast,Ghana_Ivory Coast
" In 1989, after fifteen years of no progress, the Ghana-Ivory Coast border redemarcation commission finally agreed on the definition of the 640-kilometer border between the two countries.",Ghana,Ivory Coast,Ghana_Ivory Coast
"The PNDC thereafter worked to improve the transportation and communication links with both Ivory Coast and Togo, despite problems with both countries.",Ghana,Ivory Coast,Ghana_Ivory Coast
By 1992 Ghana's relations with Ivory Coast were relatively good.,Ghana,Ivory Coast,Ghana_Ivory Coast
"Hopes for lasting improvement in Ghana's relations with its western neighbor, however, were quickly dashed following some ugly incidents in late 1993 and early 1994.",Ghana,Ivory Coast,Ghana_Ivory Coast
"They began on November 1, 1993, with the return of sports fans to Ivory Coast following a championship soccer match in Kumasi, Ghana, that had resulted in the elimination of Ivory Coast from competition.",Ghana,Ivory Coast,Ghana_Ivory Coast
"Ghanaian immigrants in Ivory Coast were violently attacked, and as many as forty or more Ghanaians were killed.",Ghana,Ivory Coast,Ghana_Ivory Coast
