Summary,URL,Country_Pair
"Kyrgyzstan – United Kingdom relations refers to the bilateral relations between the Kyrgyz Republic and the United Kingdom of Great Britain and Northern Ireland.
The United Kingdom recognised Kyrgyzstan on 20 January 1992 (following the dissolution of the Soviet Union) and diplomatic relations were established on 12 June 1992. The first Kyrgyz Ambassador to the UK arrived in September 1997. The Kyrgyz embassy is located in the Ascot House in Marylebone, London.
From 1992 to 2012 the British Ambassador to Kazakhstan was also accredited to Kyrgyzstan. The British Embassy in Bishkek became operational in December 2011
and the new Ambassador to Kyrgyzstan took up her post formally in March 2012 when she presented her credentials to the President.",https://en.wikipedia.org/wiki/Kyrgyzstan%E2%80%93United_Kingdom_relations,Kyrgyzstan–United Kingdom relations
Iran–Kyrgyzstan relations are foreign and diplomatic relations between Kyrgyzstan and Iran. Bilateral relations between Iran and Kyrgyzstan are mostly even and somewhat relaxed.,https://en.wikipedia.org/wiki/Iran%E2%80%93Kyrgyzstan_relations,Iran–Kyrgyzstan relations
"Laos – United States relations officially began when the United States opened a legation in Laos in 1950, when Laos was a semi-autonomous state within French Indochina.  These relations were maintained after Lao independence in October 1953.",https://en.wikipedia.org/wiki/Laos%E2%80%93United_States_relations,Laos–United States relations
Laos–Vietnam relations (Vietnamese: Quan hệ Lào – Việt Nam) refers to the current and historical relationship between the Lao People's Democratic Republic and Socialist Republic of Vietnam.,https://en.wikipedia.org/wiki/Laos%E2%80%93Vietnam_relations,Laos–Vietnam relations
"Laotian–Chinese relations (Lao: ສາຍພົວພັນ ລາວ-ຈີນ, Chinese: 中老关系/中寮關係) refers to the current and historical relationship between Lao People's Democratic Republic and the People's Republic of China. Relations have consisted of trade and aid, largely in road construction in the northern provinces of Laos, without directly challenging the interests of Thailand or Vietnam in the central and southern regions. However, Vietnam's invasion of Cambodia in December 1978 to unseat the Khmer Rouge regime provoked China into a limited invasion of Vietnam—approximately nineteen kilometers deep—to ""teach Vietnam a lesson."" Laos was caught in a dangerous bind, not wanting to further provoke China, but not able to oppose its special partner, Vietnam. The Laotian leadership survived the dilemma by making slightly delayed pronouncements in support of Vietnam after some intraparty debate and by sharply reducing diplomatic relations with China to the chargé d'affaires level—without a full break. The low point in Sino-Laotian relations came in 1979, with reports of Chinese assistance and training of Hmong resistance forces under General Vang Pao in China's Yunnan Province.This hostile relationship gradually softened, however, and in 1989 Prime Minister Kaysone Phomvihane paid a state visit to Beijing. In 1991 Kaysone chose to spend his vacation in China rather than make his customary visit to the Soviet Union. Diplomatic and party-to-party relations were normalized in 1989. Trade expanded from the local sale of consumer goods to the granting of eleven investment licenses in 1991—including an automotive assembly plant. Following the establishment of the Laotian-Chinese Joint Border Committee in 1991, meetings held during 1992 resulted in an agreement delineating their common border. China's commercial investments and trade with Laos expanded quietly, but not dramatically, in 1993 and 1994. Xi Jinping held talks with Laotian president Bounnhang Vorachit in 2016, seeking further coordination in international affairs.",https://en.wikipedia.org/wiki/China%E2%80%93Laos_relations,China–Laos relations
"Laos and Thailand have had bilateral relations since the time of their precursor Lan Xang and Ayutthaya kingdoms in the 15th century. The two countries share a border and express linguistic and cultural similarities. The Lao kingdom of Lan Xang included all of northeastern Thailand as recently as the early 18th century. Thailand's northeastern region, Isan, has particularly strong Lao roots. Linguistically, the inhabitants of Isan, a third of the Thai population, speak the Isan language, a Lao dialect. Diplomacy has concentrated on the Mekong River, seeking to make it a ""river of true peace and friendship"", as made explicit in statements by both respective prime ministers in 1976.Diplomatic relations between the modern states were established in 1950, but cross-border cooperation began at the end of the Cold War.",https://en.wikipedia.org/wiki/Laos%E2%80%93Thailand_relations,Laos–Thailand relations
"Laos–Russia relations (Russian: Российско-лаосские отношения) refers to the current and historical relationship between Lao People's Democratic Republic and the Russian Federation. On 31 December 1991, Laos recognised the Russian Federation as the successor state to the Soviet Union, after the latter's dissolution. Laos has an embassy in Moscow, while Russia has an embassy in Vientiane.",https://en.wikipedia.org/wiki/Laos%E2%80%93Russia_relations,Laos–Russia relations
India–Laos relations are bilateral relations between South Asian country India and South East Asian country Laos. Diplomatic relations between two nations were established in February 1956. First Prime Minister of India Jawaharlal Nehru visited Laos in 1954 while first President of India Rajendra Prasad visited Laos in 1956. India considers Laos as strategically important in accordance with China's growing land-reclamation activities in the South China Sea. Laos has been supportive to India's efforts to become a permanent member of the UN Security Council.,https://en.wikipedia.org/wiki/India%E2%80%93Laos_relations,India–Laos relations
The Laos–Philippines relations refers to the bilateral relations between Laos and the Philippines.,https://en.wikipedia.org/wiki/Laos%E2%80%93Philippines_relations,Laos–Philippines relations
"Laos-Myanmar relations is the long, complicated relationship between two neighbors, Laos and Myanmar. Myanmar has an embassy in Vientiane and Laos has an embassy in Yangon.",https://en.wikipedia.org/wiki/Laos%E2%80%93Myanmar_relations,Laos–Myanmar relations
"France–Lebanon relations are the international relations between the Lebanese Republic and the French Republic. France, the former colonial power, enjoys friendly relations with Lebanon and has often provided support to the Lebanese. The French language is widely spoken fluently throughout Lebanon and is taught as well as used as a medium of education in many Lebanese schools. Both nations are members of the Francophonie.",https://en.wikipedia.org/wiki/France%E2%80%93Lebanon_relations,France–Lebanon relations
"Lebanon–United States relations are bilateral relations between the Lebanese Republic and the United States of America.
According to polling by the Pew Research Center, from 2002 to 2017, on average 44% of Lebanese people expressed a positive opinion of the United States (lowest in 2003 at 27%, highest in 2009 at 55%) while on average 55% expressed a negative opinion (highest in 2003 at 71%, lowest in 2009 at 45%). Views of the United States are heavily slanted by religion in Lebanon, with Lebanese Christians being pro-American and Lebanese Muslims being anti-American. In 2005 (a year where 42% of Lebanese as a whole approved of the U.S.), ""only 22% of Muslims had a favorable opinion of the U.S.— a level consistent with anti-American sentiments found throughout much of the Muslim world. However, nearly three-in-four Christians (72%) had a favorable view of the U.S.""",https://en.wikipedia.org/wiki/Lebanon%E2%80%93United_States_relations,Lebanon–United States relations
"Lebanon–Syria relations were officially established in October 2008 when Syrian President Bashar Assad issued a decree to establish diplomatic relations with Lebanon for the first time since both countries gained independence from France in 1943 (Lebanon) and 1946 (Syria). Lebanon had traditionally been seen by Syria as part of Greater Syria: under the Ottoman Empire, Lebanon and Syria were included within one administrative entity. Following World War I, the League of Nations Mandate partitioned Ottoman Greater Syria under French control, eventually leading to the creation of nation-states Lebanon and Syria. Relations between the two countries had been strained, especially with the 29-year Syrian occupation of Lebanon, accusations of Syrian intervention within Lebanese politics before and after withdrawal of Syrian troops from Lebanon, and suspicions of Syria assassinating Lebanese political figures like former prime minister Rafic Hariri. Syria officially recognized Lebanon's sovereignty in 2008.",https://en.wikipedia.org/wiki/Lebanon%E2%80%93Syria_relations,Lebanon–Syria relations
"India–Lebanon relations are warm and cordial. Lebanon maintains an embassy in New Delhi, whilst India maintains one in Beirut.",https://en.wikipedia.org/wiki/India%E2%80%93Lebanon_relations,India–Lebanon relations
"Turkish-Lebanese relations are the diplomatic relations between the Republic of Turkey and the Republic of Lebanon. Lebanon has an embassy in Ankara and a consulate general in Istanbul. Turkey has an embassy in Beirut.
Although matters between Ankara and Beirut have never been tense, relations between Turkey and Lebanon have mostly been coldly dormant owing to the former's quietness towards the Second Intifada because of its closeness to Israel. However, relations between the two countries have the hope of thickening because of Recep Tayyip Erdogan's actions during the Offensive in Gaza. Also, the two nations are connected through history because Lebanon gained independence from Ottoman Syria.",https://en.wikipedia.org/wiki/Lebanon%E2%80%93Turkey_relations,Lebanon–Turkey relations
Lebanon–European Union relations see substantial ties through the EU's European Neighborhood Policy (ENP). The EU is the largest trading partner of Lebanon.,https://en.wikipedia.org/wiki/Lebanon%E2%80%93European_Union_relations,Lebanon–European Union relations
Lebanon–Russia relations (Russian: Российско-ливанские отношения) are the bilateral relations between the Lebanese Republic and the Russian Federation. Lebanon has an embassy in Moscow. Russia has an embassy in Beirut. Both states have cordial relations.,https://en.wikipedia.org/wiki/Lebanon%E2%80%93Russia_relations,Lebanon–Russia relations
"Israel–Lebanon relations have never existed under normal economic or diplomatic conditions, but Lebanon was the first Arab league nation to signal a desire for an armistice treaty with Israel in 1949. Lebanon did not participate in the Six-Day War in 1967 nor the Yom Kippur War in 1973 in any significant way, and until the early 1970s Lebanon's border with Israel was the calmest frontier between Israel and any of the other adjacent Arab League states. Historically, both are Ottoman successor states. The two countries are full members of the Union for the Mediterranean and many other international organizations.
Israeli law enforcement treats Lebanon as an ""enemy state"". Israeli citizens or any other person who holds any passport bearing stamps, visas, or seals issued by Israel are strictly prohibited from entry to Lebanon and may be subject to arrest or detention for further inspection. In 2008 A Pew Research Center survey found that negative views concerning Jews were most common in Lebanon, with 97% of Lebanese having unfavorable opinion of Jews. In a 2011 survey again by the Pew Research Center, on the Muslim-majority Middle Eastern countries polled held strongly negative views of Jews. In the questionnaire, only 3% of Lebanese reported having a positive view of Jews.",https://en.wikipedia.org/wiki/Israel%E2%80%93Lebanon_relations,Israel–Lebanon relations
"Iran and Lebanon have diplomatic relations, with embassies in each other countries. Since the Iranian Revolution in 1979, the two countries have deepened relations amidst controversy in Lebanon and abroad.
According to a 2012 Pew Global Attitudes Survey, 39% of Lebanese people viewed Iran favorably, compared to 61% which viewed it unfavorably; 62% of Lebanese oppose Iranian acquisition of nuclear weapons, 57% consider a nuclear-armed Iran a threat, and 74% approve of ""tougher sanctions"" on Iran, while 46% support use of military force to prevent Iran from developing nuclear weapons. Notably, while most Muslims and Christians in Lebanon expressed unfavorable views of President Ahmadinejad (92% and 57% respectively), 95% of Lebanese Shi'a viewed him favorably.",https://en.wikipedia.org/wiki/Iran%E2%80%93Lebanon_relations,Iran–Lebanon relations
"India–Malaysia relations (Hindi: भारत-मलेशिया संबंध bhaarat-maleshiya sambandh; Malay: Hubungan India–Malaysia; Jawi: هوبوڠن اينديا–مليسيا) refer to bilateral foreign relations between the India and Malaysia. India has a high commission in Kuala Lumpur, and Malaysia has a high commission in New Delhi and a consulate general in Chennai and Mumbai. Both countries are full members of the Commonwealth of Nations, Asian Union and G15. India and Malaysia are also connected by various cultural and historical ties that date back to antiquity. The two countries are on excellently friendly terms with each other seeing as Malaysia is home to a strong concentration of Indian immigrants. Mahathir Mohamad, the fourth and longest serving Prime Minister of Malaysia has Indian ancestry. On trade front their bilateral trade volume stands at $10.5 billion and is poised to reach $25 billion by 2020.
Following the visit by then Prime Minister Najib Razak in 2017, both India and Malaysia agreed to expand co-operation in new chapter in areas like infrastructures development and building of smart cities besides food security as many in the Indian government and their community feel the ties under Malaysian Prime Minister Mahathir are much more pro-towards Indian rival of Pakistan.",https://en.wikipedia.org/wiki/India%E2%80%93Malaysia_relations,India–Malaysia relations
"Malaysia–United States relations (Malay: Hubungan Amerika Syarikat–Malaysia; Jawi: هوبوڠن اميريك شريكت–مليسيا) are bilateral ties between the two countries. Malaysia and the United States established diplomatic ties upon Malayan independence in 1957. Malaya was the predecessor state to Malaysia, a larger federation which was formed through the merger of Malaya, North Borneo, Sarawak and Singapore in 1963. Immediately before the merger, the latter three territories were previously part of the British Empire. But the US had consular and commercial presence in Malaya since the 1800s. US merchants, especially Joseph William Torrey together with Thomas Bradley Harris also had commercial interests in north western coast of Borneo in the 19th century as well, where they established the American Trading Company of Borneo.Malaysia has its embassy in Washington, D.C., and consulate-general offices in Los Angeles and New York City. The United States maintains its embassy in Kuala Lumpur. Beginning from 2014, the US considered Malaysia as a Comprehensive Partner which increased the importance of the diplomatic ties as part of President Barack Obama's Pivot to Asia policy. The partnership increased bilateral consultations and co-operation on politics, diplomacy, trade, investment, education, people-to-people ties, security, the environment, science, technology and energy, which continue to be enhanced by President Donald Trump in 2017.In 2016, the US is Malaysia's third largest export market in terms of value, while Malaysia is the US's 25th largest export destination and among the largest trading partners for the latter.",https://en.wikipedia.org/wiki/Malaysia%E2%80%93United_States_relations,Malaysia–United States relations
"Israel–Malaysia relations (Hebrew: יחסי ישראל-מלזיה‎; Arabic: العلاقات الإسرائيلية الماليزية‎ alealaqat al'iisrayiyliat almalizia; Malay: Hubungan Israel–Malaysia; Jawi: هوبوڠن إسرائيل–مليسيا) refers to commercial and cultural ties between Israel and Malaysia.  The two countries currently do not maintain formal diplomatic relations (as of 2019). Malaysian passports bear the inscription: ""This passport is valid for all countries except Israel"". Israeli passport holders are not permitted to enter Malaysia without written permission from the Malaysian Ministry of Home Affairs.

",https://en.wikipedia.org/wiki/Israel%E2%80%93Malaysia_relations,Israel–Malaysia relations
"Indonesia–Malaysia relations (Indonesian and Malay: Hubungan Indonesia–Malaysia; Jawi: هوبوڠن إندونيسيا–مليسيا) are foreign bilateral relations between Indonesia and Malaysia, and it is one of the most important bilateral relationships in Southeast Asia.Indonesia and Malaysia are two neighbouring nations that share similarities in many aspects. Both Malaysia and Indonesia have many common characteristic traits, including standard frames of reference in history, culture and religion. Although both countries are separate and independent states, there are also profoundly embedded similarities. Their national languages; Indonesian language and Malaysian language are closely related and mutually intelligible, both being standardised registers of Malay. The majority of the population of both nations were of Austronesian ancestry. Both nations are Muslim-majority countries, the founding members of ASEAN and APEC, and also members of the Non-Aligned Movement, Developing 8 Countries and Organisation of Islamic Cooperation.
Despite sharing so many similarities, tied by a common religion, language, proximity and cultural heritage that dates back centuries, both nations have been lurching from one diplomatic spat to another. Since independence Indonesia and Malaysia have moved in different directions in their social, economic, and political development, leading at times to severe bilateral tensions. The unequal pace of democratisation in the two countries over the last decades has made the relationship increasingly problematic. Malaysian government-controlled media has been restrained in reporting sensitive issues involving Indonesia. On the other hand, Indonesia's liberal mass media has played a key role in inflaming the tension.Indonesia has an embassy in Kuala Lumpur and consulates general in Johor Bahru, George Town, Kota Kinabalu and Kuching. Malaysia has an embassy in Jakarta and a consulates general in Medan, Pekanbaru and Pontianak.",https://en.wikipedia.org/wiki/Indonesia%E2%80%93Malaysia_relations,Indonesia–Malaysia relations
"China–Malaysia relations (Chinese: 中马关系 Zhōng mǎ guānxì; Malay: Hubungan China–Malaysia; Jawi: هوبوڠن چينا–مليسيا) refers to bilateral foreign relations between the two countries, China and Malaysia.
China has its embassy in Kuala Lumpur, and consulate-general offices in George Town, Kota Kinabalu and Kuching. Malaysia maintains its embassy in Beijing, as well as consulate offices in Kunming, Guangzhou, Shanghai, Xi'an and Hong Kong.Both countries are claimants in the South China Sea dispute and in recent times has resulted in some friction, mainly from Malaysia. A 2014 survey conducted by the Pew Research Center showed 66% of Malaysians were concerned that territorial disputes between China and neighbouring countries could lead to a military conflict. However on the economic side, a 2017 survey conducted by Merdeka Center revealed 70% of Malaysians supported China’s presence and investment in the country.On a visit to China in November 2016, the former Prime Minister of Malaysia, Najib Razak, announced ties between the two countries are ""set to reach new highs"" after the two countries signed a series of agreements on energy and defence.While over 25% of Malaysians are ethnically Malaysian Chinese, whose ancestors migrated from China centuries ago, they do not generally associate themselves with being from China; except for a few first-generation Chinese in Malaysia. This is like other Straits Chinese as in Singapore, Indonesia and Thailand.",https://en.wikipedia.org/wiki/China%E2%80%93Malaysia_relations,China–Malaysia relations
"Malaysia–Singapore relations (Malay: Hubungan Malaysia–Singapura; Chinese: 馬來西亞－新加坡關係 Mǎláixīyà xīnjiāpō guānxì; Tamil: மலேஷியா-சிங்கப்பூர் உறவுகள் Malēṣiyā-ciṅkappūr uṟavukaḷ) refers to the bilateral foreign relations between the two countries Malaysia and Singapore, after the separation of Singapore from Malaysia in 1965. Singapore has a high commission in Kuala Lumpur and a consulate general in Johor Bahru, while Malaysia has a high commission in Singapore. Both countries are full members of the Commonwealth of Nations and ASEAN. Ties between the two countries remain intact despite several diplomatic issues that have arisen.",https://en.wikipedia.org/wiki/Malaysia%E2%80%93Singapore_relations,Malaysia–Singapore relations
"Malaysia–North Korea relations (Malay: Hubungan Korea Utara–Malaysia; Jawi: هوبوڠن كوريا اوتارا–مليسيا; Korean: 말레이시아–조선민주주의인민공화국 관계 malleisia–joseonminjujuuiinmingonghwagug gwangye) refers to foreign relations between Malaysia and North Korea. Malaysia has an embassy in Pyongyang, and North Korea has an embassy in Kuala Lumpur.Relations between the two countries deteriorated in 2017, in the aftermath of the assassination of Kim Jong-nam in Malaysia. However, following the 
April 2018 inter-Korean summit and 2018 North Korea–United States summit with a sign of commitment had been shown by North Korea that they are moving towards peace, Malaysia said that they welcome the move and will re-open their embassy in North Korea to resume relations as an end to the diplomatic row over the assassination incident.",https://en.wikipedia.org/wiki/Malaysia%E2%80%93North_Korea_relations,Malaysia–North Korea relations
"Malaysia–Russia relations (Malay: Hubungan Malaysia–Rusia; Jawi: هوبوڠن مليسيا–روسيا; Russian: Малайзийско-российские отношения Malayziysko-rossiyskiye otnosheniya) refers to bilateral foreign relations between the two countries, Malaysia and Russia. Russia has an embassy in Kuala Lumpur (from April 1968), and Malaysia has an embassy in Moscow (from November 1968).",https://en.wikipedia.org/wiki/Malaysia%E2%80%93Russia_relations,Malaysia–Russia relations
"India–Maldives relations refer to the bilateral relations between India and Maldives. India and Maldives are neighbors. India and Maldives share a maritime border. Relations have been friendly and close in strategic, economic and military cooperation. India contributed to maintaining security on the island nation.",https://en.wikipedia.org/wiki/India%E2%80%93Maldives_relations,India–Maldives relations
China–Maldives relations refer to foreign relations between China and the Maldives. China has an embassy in Malé and the Maldives has an embassy in Beijing which opened in 2009. Diplomatic relations were established in 1972.,https://en.wikipedia.org/wiki/China%E2%80%93Maldives_relations,China–Maldives relations
Maldives – United States relations are bilateral relations between the Maldives and the United States.,https://en.wikipedia.org/wiki/Maldives%E2%80%93United_States_relations,Maldives–United States relations
"Malaysia–Maldives relations (Malay: Hubungan Malaysia–Maldives; Jawi: هوبوڠن مليسيا–مالديۏس) refers to bilateral foreign relations between the two countries, Malaysia and the Maldives. Malaysia's high commission in Colombo, Sri Lanka is also accredited to the Maldives, and Maldives has a high commission in Kuala Lumpur.",https://en.wikipedia.org/wiki/Malaysia%E2%80%93Maldives_relations,Malaysia–Maldives relations
"Maldives–Pakistan relations are the foreign relations between Pakistan and the Maldives. Both countries have a friendly relationship due to same religious, social and economical aspects. As both countries have Islam as the state religion, and are members of the Organization of Islamic Cooperation.
Both Pakistan and the Maldives were part of the British Empire.",https://en.wikipedia.org/wiki/Maldives%E2%80%93Pakistan_relations,Maldives–Pakistan relations
"Maldives–Sri Lanka relations, or official and economic relations between the neighbouring Indian Ocean countries of the Maldives and Sri Lanka, have been positive since the Maldives became independent in 1965. The Maldives first established a mission in Sri Lanka in July 1965, and today has an embassy in Colombo. Sri Lanka has an embassy in Malé. Both countries were founding members of the South Asian Association for Regional Cooperation (SAARC) in December 1985.",https://en.wikipedia.org/wiki/Maldives%E2%80%93Sri_Lanka_relations,Maldives–Sri Lanka relations
Japan–Maldives relations are foreign relations between Japan and Maldives. Diplomatic relations were established in 1967.,https://en.wikipedia.org/wiki/Japan%E2%80%93Maldives_relations,Japan–Maldives relations
"Maldives-Israel relations refer to foreign relations between Israel and the Maldives. From 1978 to 2008 there were no official relations between two countries. On 25 September 2009, Maldives restored diplomatic relations with Israel, 15 years after suspending them. The first ambassador from Israel to Maldives was Abraham Darome.",https://en.wikipedia.org/wiki/Israel%E2%80%93Maldives_relations,Israel–Maldives relations
"China–Mongolia relations, or Sino-Mongolian relations, refer to the bilateral relations between Mongolia and the People's Republic of China. These relations have long been determined by the relations between China and the Soviet Union, Mongolia's other neighbour and main ally until 1990. With the rapprochement between the USSR and China in the late 1980s, Sino-Mongolian relations also began to improve. Since the 1990s, China has become Mongolia's biggest trading partner, and a number of Chinese businesses are operating in Mongolia.",https://en.wikipedia.org/wiki/China%E2%80%93Mongolia_relations,China–Mongolia relations
"The relations between India and Mongolia (Mongolian: Монгол, Энэтхэгийн харилцаа) are still at a nascent stage and Indo-Mongolian cooperation is limited to diplomatic visits, provision of soft loans and financial aid and the collaborations in the IT sector.
India established diplomatic relations in December 1955.  India was the first country outside the Eastern Bloc to establish diplomatic relations with Mongolia.  Since then, there have been treaties of mutual friendship and cooperation between the two countries in 1973, 1994, 2001 and 2004.
Mongolia supports India's candidature as a permanent member of the United Nations Security Council while India supported the inclusion of Mongolia as a full member of the Non-Aligned Movement.
According to a 2010 Gallup poll, 26% of Mongolians approve of Indian leadership, with 9% disapproving and 66% uncertain.In December 2016, Mongolia asked for financial help from India after the country's border with China was blocked.Following Indian External affairs minister Sushma Swaraj's historic visit to Mongolia in April 2018, India & Mongolia decided to establish an air-corridor to boost bilateral trade. It is also expected that construction of Mongolia's first ever oil refinery will commence in 2018 with technical & financial assistance from India.",https://en.wikipedia.org/wiki/India%E2%80%93Mongolia_relations,India–Mongolia relations
"The bilateral relations between Mongolia and the Russian Federation (Mongolian: Монгол Оросын харилцаа; Russian: Российско-монгольские отношения) have been traditionally strong since the Communist era, when the Soviet Union supported  Mongolian People's Republic. Mongolia and Russia remain allies in the post-communist era. Russia has an embassy in Ulaanbaatar and two consulate generals (in Darkhan and Erdenet). Mongolia has an embassy in Moscow, three consulate generals (in Irkutsk, Kyzyl and Ulan Ude), and a branch in Yekaterinburg. Both countries are full members of the Organization for Security and Co-operation in Europe (Russia is a participating state, while Mongolia is a partner).
According to a 2017 survey, 90% of Mongolians have a favorable view of Russia (38% ""strongly"" and 52% ""somewhat"" favorable), with 8% expressing a negative view (2% ""strongly"" and 6% ""somewhat"" unfavorable).",https://en.wikipedia.org/wiki/Mongolia%E2%80%93Russia_relations,Mongolia–Russia relations
"Mongolia–United States relations are bilateral relations between the United States and Mongolia.
According to a 2010 Gallup poll, Mongolians prefer the American leadership over that of China and India, with 58% expressing approval, 5% expressing disapproval and 37% uncertain, and according to the 2012 U.S. Global Leadership Report, 44% of Mongolians approve of U.S. leadership, with 6% disapproving and 50% uncertain.According to a 2017 survey, 82% of Mongolians have a favorable view of the United States (23% ""strongly"" and 59% ""somewhat"" favorable), with 10% expressing a negative view (1% ""strongly"" and 9% ""somewhat"" unfavorable).As of 2014, there were 1,444 international students of Mongolian origin studying in the United States.",https://en.wikipedia.org/wiki/Mongolia%E2%80%93United_States_relations,Mongolia–United States relations
"Mongolia–North Korea relations (Mongolian: Монгол, БНАСАУ-ын харилцаа, Korean: 몽골-조선민주주의인민공화국 관계) are the historic and current bilateral relations between Mongolia and the Democratic People's Republic of Korea (North Korea).",https://en.wikipedia.org/wiki/Mongolia%E2%80%93North_Korea_relations,Mongolia–North Korea relations
"The Republic of China did not recognise Mongolia until 1945. The countries did not exchange any diplomats between 1946 and 1949, and Mongolia recognized the People's Republic of China at the end of the Chinese Civil War in 1949. In 2002, Taiwan (ROC) recognized Mongolia as an independent country and informal relations were established between the two sides.
In the absence of  formal diplomatic relations between Mongolia and the Republic of China on Taiwan, the two countries have ""Trade and Economic Representative Offices"" which function as de facto embassies: Taiwan is represented by an office in Ulaanbaatar, and Mongolia is represented by an office in Taipei.",https://en.wikipedia.org/wiki/Mongolia%E2%80%93Taiwan_relations,Mongolia–Taiwan relations
"Mongolia–South Korea relations (Mongolian: Монгол, Өмнөд Солонгосын харилцаа, Korean: 대한민국-몽골 관계) are foreign relations between South Korea and the Mongolia.  Both countries established diplomatic relations on March 26, 1990. South Korea has an embassy in Ulaanbaatar.  Mongolia has an embassy in Seoul.",https://en.wikipedia.org/wiki/Mongolia%E2%80%93South_Korea_relations,Mongolia–South Korea relations
"Malaysia–Mongolia relations (Malay: Hubungan Malaysia–Mongolia; Jawi: هوبوڠن مليسيا–منغوليا; Mongolian: Малайз-Монголын харилцаа Malaiz-Mongolyn khariltsaa) refers to bilateral foreign relations between Malaysia and Mongolia. Malaysia has an honorary consulate in Ulaanbaatar, and Mongolia honorary consulate in Bangkok was accredited to Malaysia.",https://en.wikipedia.org/wiki/Malaysia%E2%80%93Mongolia_relations,Malaysia–Mongolia relations
"The Republic of India and the Federal Democratic Republic of Nepal initiated their relationship with the 1950 Indo-Nepal Treaty of Peace and Friendship and accompanying secret letters that defined security relations between the two countries, and an agreement governing both bilateral trade and trade transiting Indian territory. The 1950 treaty and letters exchanged between the Indian government and Rana rulers of Nepal, stated that ""neither government shall tolerate any threat to the security of the other by a foreign aggressor"" and obligated both sides ""to inform each other of any serious friction or misunderstanding with any neighboring state likely to cause any breach in the friendly relations subsisting between the two governments."" These accords cemented a ""special relationship"" between India and Nepal. The treaty also granted Nepalese, the same economic and educational opportunities as Indian citizens in India, while accounting for preferential treatment to Indian citizens and businesses compared to other nationalities in Nepal. The Indo-Nepal border is open; Nepalese and Indian nationals may move freely across the border without passports or visas and may live and work in either country. However, Indians aren't allowed to own land-properties or work in government institutions in Nepal, while Nepalese nationals in India are allowed to work in Indian government institutions (except in some states and some civil services the IFS, IAS, and IPS). After years of dissatisfaction by the Nepalese government, India in 2014, agreed to revise and adjust the treaty to reflect the current realities. However, the modality of adjustment hasn't been made clear by either side.
Despite the close linguistic, marital, religious, and, cultural ties, at people to people level between Indians and Nepalese, since late 2015, political issues and border disputes have strained relations between the two countries with anti-Indian sentiment growing amongst the government and people of Nepal. Further because of border disputes between the two countries, a boundary agreement hasn't yet been ratified by either government.",https://en.wikipedia.org/wiki/India%E2%80%93Nepal_relations,India–Nepal relations
"The bilateral relation between Nepal and China has been friendly and is defined by the Sino-Nepal Treaty of Peace and Friendship signed on April 28, 1960 by the two countries. Though initially unenthusiastic, Nepal has been of late making efforts to increase trade and connectivity with China. Relations between Nepal and China got a boost when both countries solved all border disputes along the China–Nepal border by signing the Sino-Nepal boundary agreement on March 21, 1960. The government of both Nepal and China ratified the border agreement treaty on October 5, 1961. From 1975 onward, Nepal has maintained a policy of balancing the competing influence of China and Nepal's southern neighbor India, the only two neighbors of the Himalayan country after the annexation of the Kingdom of Sikkim by India in 1975. In recent years, China has been making an effort to gain entry into SAARC, and, Nepal has continuously backed and supported the proposal to include China as a member in the regional grouping. Since 1975, Sino-Nepalese relations have been close and grown significantly, with China being the largest source of FDI, while India still remains one of the major source of remittance to Nepal. As per the estimate of Nepalese government, there are around 1 million Nepalese migrant workers in India while the number of Nepalis in China is minuscule (3,500 in Mainland and 15,950 in Hong Kong) as of 2017.",https://en.wikipedia.org/wiki/China%E2%80%93Nepal_relations,China–Nepal relations
"Nepal–Pakistan relations are the bilateral relations between the Federal Democratic Republic of Nepal and the Islamic Republic of Pakistan. Nepal and Pakistan, both Himalayan states, established diplomatic relations on 29 March 1960. These relations were fully established between 1962 and 1963, both nations have since sought to expand trade, strategic and military cooperation. The connections were severed in 1972 followed by Nepal's recognition of Bangladesh, but were later re-established.",https://en.wikipedia.org/wiki/Nepal%E2%80%93Pakistan_relations,Nepal–Pakistan relations
"Nepal–United States relations are bilateral relations between Nepal and the United States.
According to the 2012 U.S. Global Leadership Report, 41% of Nepalese people approve of U.S. leadership, with 12% disapproving and 47% uncertain. As of 2012, Nepalese students form the 11th largest group of international students studying in the United States, representing 1.3% of all foreigners pursuing higher education in America.",https://en.wikipedia.org/wiki/Nepal%E2%80%93United_States_relations,Nepal–United States relations
"Japan–Nepal relations (Japanese: 日本とネパールの関係, Nepali: नेपाल र जापानको सम्बन्ध) are foreign relations between Japan and Nepal. Diplomatic relations between the two countries were established in 28 September  1956. Japan has an embassy in Kathmandu. Nepal has an embassy in Tokyo.",https://en.wikipedia.org/wiki/Japan%E2%80%93Nepal_relations,Japan–Nepal relations
"The bilateral relations between the People's Republic of Bangladesh and the Federal Democratic Republic of Nepal have been progressive since the foundation of Bangladesh in 1971. The two nations are separated by the ""Siliguri Corridor"" - a small stretch of territory of the Indian state of West Bengal lies between southern Nepal and northern Bangladesh. Both South Asian nations are members of the South Asian Association for Regional Cooperation (SAARC) and Bay of Bengal Initiative for MultiSectoral Technical and Economic Cooperation (BIMSTEC).",https://en.wikipedia.org/wiki/Bangladesh%E2%80%93Nepal_relations,Bangladesh–Nepal relations
