Summary_Sentence,Label,Country_A,Country_B,Country_Pair
"On July 1, 2009, an agreement on local border traffic between the two countries came into effect, which enables Ukrainian citizens living in border regions to cross the Polish frontier according to a liberalized procedure.",1,Poland,Ukraine,Poland_Ukraine
Ukraine is the country with the largest number of Polish consulates.,1,Poland,Ukraine,Poland_Ukraine
"Iran and Libya have diplomatic relations, with embassies in each other's countries.",1,Iran,Libya,Iran_Libya
"Economic, military, and cultural relations between the two countries have varied throughout time.",2,Iran,Libya,Iran_Libya
"Ties between the two nations date back thousands of years, with the origins of the Persian Empire beginning in the modern day state of Iran and the modern day Libyan state once being an essential part of the Roman Empire.",1,Iran,Libya,Iran_Libya
The relations are good but subject to strains in the past because of the Compaoré government's past involvement in arms trading and other sanctions-breaking activity.,2,Burkina Faso,United States,Burkina Faso_United States
"
According to the 2012 U.S. Global Leadership Report, 82% of Burkina Faso people approve of U.S. leadership, with 17% disapproving and 1% uncertain, the third-highest rating of the U.S. for any surveyed country in Africa.",1,Burkina Faso,United States,Burkina Faso_United States
Albania has an embassy in Ankara and a general consulate in Istanbul.,1,Albania,Turkey,Albania_Turkey
Turkey has an embassy in Tirana.,1,Albania,Turkey,Albania_Turkey
Both nations are predominantly Muslim and part of the Organisation of Islamic Cooperation (OIC).,2,Albania,Turkey,Albania_Turkey
"In addition, they are full members of the North Atlantic Treaty Organization (NATO) and Union for the Mediterranean (UfM).",2,Albania,Turkey,Albania_Turkey
"Turkey and Albania are candidates for accession in the European Union (EU).Albanian–Turkish relations have traditionally been friendly due to pragmatic, geographical, historical and religious factors and the existence of a large Albanian diaspora in Turkey.",1,Albania,Turkey,Albania_Turkey
"During the interwar and Cold War periods, bilateral relations at times experienced tensions and disagreements due to ideological and geopolitical circumstances of either country.",0,Albania,Turkey,Albania_Turkey
"In a post Cold War environment, both nations are bound by an alliance treaty of military cooperation and other agreements relating to economic, political and cultural fields.",1,Albania,Turkey,Albania_Turkey
Disagreements at times have encompassed bilateral relations in relation to international affairs or the Turkish Gülen movement and its presence in Albania.,0,Albania,Turkey,Albania_Turkey
"Turkey is one of Albania's largest investors and trading partners being a main donor contributing to much infrastructure investment and development that strongly supported Albanian membership in NATO, achieved in 2009.",1,Albania,Turkey,Albania_Turkey
Suriname has an embassy in Georgetown.,1,Guyana,Suriname,Guyana_Suriname
Guyana has an embassy in Paramaribo.,1,Guyana,Suriname,Guyana_Suriname
"
There is an ongoing territorial dispute between Guyana and Suriname regarding the Tigri Area.",0,Guyana,Suriname,Guyana_Suriname
"
Both countries established diplomatic relations on November 25, 1975.Both countries are full members of: Caribbean Community (CARICOM), Community of Latin American and Caribbean States, Group of 77, Group of African, Caribbean and Pacific countries, Non-Aligned Movement, Organisation of Islamic Cooperation, Organization of American States, Union of South American Nations, and of the United Nations.",1,Guyana,Suriname,Guyana_Suriname
"Argentina and Chile share the world's third-longest international border, which is 5,300 km (3,300 mi) long and runs from north to the south along the Andes mountains.",2,Argentina,Chile,Argentina_Chile
"Although gaining their independence during the South American wars of liberation, during much of the 19th and the 20th century relations between the countries were chilled as a result of disputes over the border in Patagonia, although Chile and Argentina have never engaged in a war.",0,Argentina,Chile,Argentina_Chile
In recent years relations have improved dramatically.,1,Argentina,Chile,Argentina_Chile
"Despite increased trade between the two countries, Argentina and Chile have followed quite different economic policies.",2,Argentina,Chile,Argentina_Chile
" Chile has signed free trade agreements with countries such as China, the US, Canada, South Korea and the EU and is an active member of the APEC, while Argentina belongs to the Mercosur regional free trade area.",2,Argentina,Chile,Argentina_Chile
"In April 2018, both countries suspended membership of the Union of South American Nations.",2,Argentina,Chile,Argentina_Chile
Democratic Republic of the Congo–Russia relations (Russian: Российско-конголезские отношения) refers to bilateral foreign relations between the Democratic Republic of the Congo and Russia.,2,Democratic Republic of the Congo,Russia,Democratic Republic of the Congo_Russia
The Democratic Republic of the Congo has an embassy in Moscow and an honorary consulate in Yekaterinburg.,1,Democratic Republic of the Congo,Russia,Democratic Republic of the Congo_Russia
Russia has an embassy in Kinshasa.,1,Democratic Republic of the Congo,Russia,Democratic Republic of the Congo_Russia
"The relations between the two countries were established on July 7, 1960 and restored since November 30, 1967.",1,Democratic Republic of the Congo,Russia,Democratic Republic of the Congo_Russia
"
The DRC and Russia have positive relations.",1,Democratic Republic of the Congo,Russia,Democratic Republic of the Congo_Russia
"Sergei Lavrov met with the Foreign Minister of the DRC in April 2009, stating that Russia will increase cooperation with DR Congo.",1,Democratic Republic of the Congo,Russia,Democratic Republic of the Congo_Russia
"In 2010, thirty officers of the Armed Forces of the Democratic Republic of the Congo (FARDC) were awarded scholarships to study in Russian military academies.",1,Democratic Republic of the Congo,Russia,Democratic Republic of the Congo_Russia
This is part of a bigger effort to improve the FARDC by Russia.,1,Democratic Republic of the Congo,Russia,Democratic Republic of the Congo_Russia
"In December 2014, a Russian language school opened in Kinshasa for the Congolese Diplomatic Academy.",1,Democratic Republic of the Congo,Russia,Democratic Republic of the Congo_Russia
"Throughout 2013 and 2014, small groups of Congolese National Police attended two-month training stints in Russia.",1,Democratic Republic of the Congo,Russia,Democratic Republic of the Congo_Russia
The Republic of Vanuatu and the Union of Soviet Socialist Republics established official diplomatic relations on 30 June 1986 - three months to the day before Vanuatu established diplomatic relations with the United States.,1,Soviet Union,Vanuatu,Soviet Union_Vanuatu
Georgia and North Atlantic Treaty Organization (NATO) relations officially began in 1994 when Georgia joined the NATO-run Partnership for Peace.,1,Georgia,NATO,Georgia_NATO
Georgia has moved quickly following the Rose Revolution in 2003 to seek closer ties and eventual membership with NATO.,1,Georgia,NATO,Georgia_NATO
"Georgia's powerful northern neighbor, Russia, has opposed the closer ties, including those expressed at the 2008 Bucharest summit where NATO members promised that Georgia would eventually join the organization.",2,Georgia,NATO,Georgia_NATO
"In the 7 December 2011 statement of the North Atlantic Council Georgia was designated as an ""aspirant country"".",2,Georgia,NATO,Georgia_NATO
"Complications in the relationship between NATO and Georgia includes presence of Russian forces in Georgian territory as a result of multiple recent conflicts, like the 2008 South Ossetia war, over the territories of Abkhazia and South Ossetia, which are home to large numbers of Russian nationals.",2,Georgia,NATO,Georgia_NATO
A nonbinding referendum in 2008 resulted in 77% of voters supporting NATO accession.,1,Georgia,NATO,Georgia_NATO
"The current Georgia–NATO relations occurs in the framework of the Substantial NATO–Georgia Package (SNGP), a set of measures at the strategic, tactical and operational levels launched in 2014.",2,Georgia,NATO,Georgia_NATO
"The package includes a Defence Institution Building School, NATO–Georgia Joint Training and Evaluation Centre and Logistics Facility, the facilitation of multi-national and regional military drills, and other measures.",2,Georgia,NATO,Georgia_NATO
The two countries share friendly ties.,1,India,Kuwait,India_Kuwait
Kuwait houses a large expatriate Indian population and is the source for 10-12% of India's oil imports while India is among the largest trade partners of Kuwait.,1,India,Kuwait,India_Kuwait
 The free city-state of Hamburg was the first German state to establish diplomatic relations with Argentina in 1829.,1,Argentina,Germany,Argentina_Germany
 The first ambassador of Germany to Argentina was sent on 7 May 1871.,1,Argentina,Germany,Argentina_Germany
"
German immigration in Argentina is the largest in Hispanic America.",1,Argentina,Germany,Argentina_Germany
"Over 3,000,000 Argentines are of German descent.",2,Argentina,Germany,Argentina_Germany
"
They had great influence in the Argentine education system and many German schools were a place in the country.",1,Argentina,Germany,Argentina_Germany
"In fact, the Argentine army planned to recruit many German scientists and technicians for industry.",1,Argentina,Germany,Argentina_Germany
Many German entrepreneurs and professionals believe that Argentina was industrialized and could be narrowed through greater ties of German technology.,1,Argentina,Germany,Argentina_Germany
"The creation of newspapers in German as Argentinisches Tageblatt, which means ""Argentine newspaper"" outstanding and continues to this day.",1,Argentina,Germany,Argentina_Germany
"

The German Ambassador to Argentina is Bernhard von Waldersee and the Argentine Ambassador to Germany is Luis María Kreckler.",1,Argentina,Germany,Argentina_Germany
Albania has an embassy in Belgrade.,1,Albania,Serbia,Albania_Serbia
Serbia has an embassy in Tirana.,1,Albania,Serbia,Albania_Serbia
"Both countries are full members of the Council of Europe, the Organization for Security and Co-operation in Europe (OSCE), the Central European Free Trade Agreement (CEFTA) and the Organization of the Black Sea Economic Cooperation (BSEC).",2,Albania,Serbia,Albania_Serbia
Serbia and Albania are both official candidate countries for EU accession..,2,Albania,Serbia,Albania_Serbia
"Angola–Portugal relations have significantly improved since the Angolan government abandoned communism and nominally embraced democracy in 1991, embracing a pro-U.S. and to a lesser degree pro-Europe foreign policy.",1,Angola,Portugal,Angola_Portugal
"Portugal ruled Angola for 400 years, colonizing the territory from 1483 until independence in 1975.",0,Angola,Portugal,Angola_Portugal
"Angola's war for independence did not end in a military victory for either side, but was suspended as a result of a coup in Portugal, that replaced the Caetano regime with a  National Salvation Junta.",0,Angola,Portugal,Angola_Portugal
"The Portuguese government recognized the authority of the MPLA, under the command of President Agostinho Neto, on December 22, 1976 and established diplomatic relations on March 10.",1,Angola,Portugal,Angola_Portugal
The MPLA broke off relations with Portugal on May 19 but reestablished official contact on September 3 following a meeting between their Foreign Ministers in Cape Verde.,2,Angola,Portugal,Angola_Portugal
"UNITA released a communiqué from Paris on November 13, 1978, detailing an anti-UNITA attack by 20,000 troops from Portugal, Cuba, Katanga, East Germany, and the MPLA.",1,Angola,Portugal,Angola_Portugal
"  On November 17, 2011, the Portuguese government of Pedro Passos Coelho finalized a loan from the Angolan government of José Eduardo dos Santos to help Portugal deal with its 2010–14 financial crisis.",1,Angola,Portugal,Angola_Portugal
 Portugal remains one of Angola's largest trading partners.,1,Angola,Portugal,Angola_Portugal
"In 2015, Portuguese exports to Angola amounted to US$2.45 billion and Angolan exports to Portugal totaled US$1.19 billion.",2,Angola,Portugal,Angola_Portugal
Israel–Malaysia relations (Hebrew: יחסי ישראל-מלזיה‎; Arabic: العلاقات الإسرائيلية الماليزية‎ alealaqat al'iisrayiyliat almalizia; Malay: Hubungan Israel–Malaysia; Jawi: هوبوڠن إسرائيل–مليسيا) refers to commercial and cultural ties between Israel and Malaysia.,2,Israel,Malaysia,Israel_Malaysia
 The two countries currently do not maintain formal diplomatic relations (as of 2019).,0,Israel,Malaysia,Israel_Malaysia
"Malaysian passports bear the inscription: ""This passport is valid for all countries except Israel"".",0,Israel,Malaysia,Israel_Malaysia
Israeli passport holders are not permitted to enter Malaysia without written permission from the Malaysian Ministry of Home Affairs.,0,Israel,Malaysia,Israel_Malaysia
"Zambia is a partner of Kenya in many areas particularly trade, energy and agriculture.",1,Kenya,Zambia,Kenya_Zambia
"Cape Verde is an island country about 900 km north-west of Guinea-Bissau, a coastal West African country.",2,Cape Verde,Guinea-Bissau,Cape Verde_Guinea-Bissau
"Both were colonies of the Portuguese Empire and they campaigned together for independence with a plan for unification, but the countries separated after 1980.",2,Cape Verde,Guinea-Bissau,Cape Verde_Guinea-Bissau
Both countries established diplomatic relations in July 1879 as Bulgaria achieved its independence from the Ottoman Empire.,1,Bulgaria,United Kingdom,Bulgaria_United Kingdom
"The two nations were enemies during the First World War, most of the Second World War, and the Cold War.",0,Bulgaria,United Kingdom,Bulgaria_United Kingdom
Relations since 1989 have been very friendly between the two nations.,1,Bulgaria,United Kingdom,Bulgaria_United Kingdom
" Bulgaria has an embassy in London, and the United Kingdom have an embassy in Sofia.",1,Bulgaria,United Kingdom,Bulgaria_United Kingdom
"
Both nations are part of the Non-Aligned Movement.",2,Benin,India,Benin_India
Benin supports India's candidature for a permanent seat in a reformed Security Council.,1,Benin,India,Benin_India
"The Ministry of External Affairs of the Government of India has said that India's ties with Benin were characterized by ""democracy"" and ""secularism"".",1,Benin,India,Benin_India
"The Indian Minister of State for External affairs recently visited Benin, where he said that,""We in India greatly admire Republic of Benin as a shining example of a tolerant, progressive multi-ethnic and multi-religious society with a multi-party democracy.",1,Benin,India,Benin_India
"India, being the world's largest democracy, rejoices at Benin's various achievements and wishes to contribute to its further success.""",1,Benin,India,Benin_India
"Pakistan–Russia relations or Russo-Pakistani relations refers to the bilateral, between the Islamic Republic of Pakistan and the Russian Federation.",2,Pakistan,Russia,Pakistan_Russia
The Soviet Union and Pakistan first established the diplomatic and bilateral relations on 1 May 1948.,1,Pakistan,Russia,Pakistan_Russia
"
On May 1, 2018, Pakistan celebrated the 70th Anniversary of Diplomatic Relations with Russia.",1,Pakistan,Russia,Pakistan_Russia
"
For the most of the Cold War, the Soviet Union's relations with Pakistan have seen ups and downs during the different periods in the history of Pakistan.",2,Pakistan,Russia,Pakistan_Russia
"In 1947 to the 1950s, the Soviet Union enjoyed relatively healthy and strong relations with Pakistan when it was under civilian control, but they went ultimately cold soon after the US-backed 1958 military coup d'état although attempts to warm the relations were made after the 1965 Indo-Pakistan war.",2,Pakistan,Russia,Pakistan_Russia
"In the mid 1970s, relations were quickly improved and warmed.. However, in the 1980s, relations began to deteriorate again, and during the Soviet-Afghan War, Pakistan played a key role going against the Soviet Union by supplying FIM-92 Stinger missiles to the Mujahideen backed by the aid of the United States.",2,Pakistan,Russia,Pakistan_Russia
"The Stinger Missiles played a key role by accurately shooting down Soviet Helicopters, which nevertheless killed thousands of Soviet Air Force troops.",0,Pakistan,Russia,Pakistan_Russia
Pakistan is credited for playing a key role for allying and supporting The West during this time period of the Cold War.,0,Pakistan,Russia,Pakistan_Russia
"
In response to ongoing Soviet support to communist Afghanistan regarding the Durand Line issue during the late 1970s and 1980s, Pakistan began to support Mujahideen rebels attempting to overthrow the Soviet-backed communist regime and was later aided by the United States, United Kingdom, China and Saudi Arabia.",0,Pakistan,Russia,Pakistan_Russia
This led to the Soviet occupation of Afghanistan.,2,Pakistan,Russia,Pakistan_Russia
"Due to the condemnation of Soviet actions in Afghanistan, Pakistan was one of the 80 total countries that boycotted the 1980 Summer Olympics scheduled in Moscow.",0,Pakistan,Russia,Pakistan_Russia
"
In recent years ties between Russia and Pakistan have warmed as a countermeasure to warming ties between India and the United States, the two countries carried out their first-ever joint military drills in 2016 despite Indian requests to postpone due to the Uri attack.",1,Pakistan,Russia,Pakistan_Russia
"Pakistan and Russia signed an agreement for the North-South gas pipeline from Lahore to Karachi, and reached a price accord by December 2016.",1,Pakistan,Russia,Pakistan_Russia
Pakistan has also granted Russia access to a warm water port in the Arabian sea Gwadar Port.,1,Pakistan,Russia,Pakistan_Russia
Both nations are members of the Association of Academies of the Spanish Language and the Organization of Ibero-American States.,2,Costa Rica,Spain,Costa Rica_Spain
"Bosnia and Herzegovina–Russia relations (Russian: Российско-боснийские отношения) are the bilateral relations between the two countries, Bosnia and Herzegovina and Russia.",2,Bosnia and Herzegovina,Russia,Bosnia and Herzegovina_Russia
Bosnia is one of the countries where Russia has contributed troops for the NATO-led stabilization force.,1,Bosnia and Herzegovina,Russia,Bosnia and Herzegovina_Russia
Russia recognized the independence of Bosnia and Herzegovina on 27 April 1992.,1,Bosnia and Herzegovina,Russia,Bosnia and Herzegovina_Russia
"Australia–United Kingdom relations, also referred to as Anglo–Australian relations, are the relations between the commonwealth realms of Australia and the United Kingdom, marked by historical, cultural, institutional and language ties, extensive people-to-people links, aligned security interests, sporting tournaments (notably The Ashes), and significant trade and investment co-operation.",1,Australia,United Kingdom,Australia_United Kingdom
"South Korean–Turkish relations (Korean: 대한민국-터키 관계, romanized: Taehanmin'guk-T'ŏk'i Kwan'gye; Turkish: Güney Kore-Türkiye ilişkileri) are foreign relations between South Korea and Turkey.",2,South Korea,Turkey,South Korea_Turkey
"Turkey has an embassy in Seoul, while South Korea has an embassy in Ankara and a consulate-general in Istanbul.",1,South Korea,Turkey,South Korea_Turkey
Both countries are members of G20.,2,South Korea,Turkey,South Korea_Turkey
The embassy of Guyana in Belgium is accredited for Spain.,1,Guyana,Spain,Guyana_Spain
"The Spanish embassy in Port of Spain, Trinidad and Tobago, is accredited for Guyana, and Spain has an honorary consulate in Georgetown.",1,Guyana,Spain,Guyana_Spain
"Malaysia–Singapore relations (Malay: Hubungan Malaysia–Singapura; Chinese: 馬來西亞－新加坡關係 Mǎláixīyà xīnjiāpō guānxì; Tamil: மலேஷியா-சிங்கப்பூர் உறவுகள் Malēṣiyā-ciṅkappūr uṟavukaḷ) refers to the bilateral foreign relations between the two countries Malaysia and Singapore, after the separation of Singapore from Malaysia in 1965.",2,Malaysia,Singapore,Malaysia_Singapore
"Singapore has a high commission in Kuala Lumpur and a consulate general in Johor Bahru, while Malaysia has a high commission in Singapore.",1,Malaysia,Singapore,Malaysia_Singapore
Both countries are full members of the Commonwealth of Nations and ASEAN.,2,Malaysia,Singapore,Malaysia_Singapore
Ties between the two countries remain intact despite several diplomatic issues that have arisen.,2,Malaysia,Singapore,Malaysia_Singapore
Turkey shares its longest common border with Syria; various geographic and historical links also tie the two neighboring countries together.,1,Syria,Turkey,Syria_Turkey
"
The traditional tenseness in relations had been due to disputes including the self annexation of the Hatay Province to Turkey in 1939, water disputes resulting from the Southeastern Anatolia Project, and Syria's support for the Kurdistan Workers' Party (abbreviated as PKK) and the now-dissolved Armenian Secret Army for the Liberation of Armenia (abbreviated as ASALA) which has been recognised as a terrorist organisation by NATO, EU, and many other countries.",0,Syria,Turkey,Syria_Turkey
"Relations improved greatly after October 1998, when PKK leader Abdullah Öcalan was expelled by Syrian authorities.",1,Syria,Turkey,Syria_Turkey
"However, the Syrian civil war has once again strained relations between the two countries, leading to the suspension of diplomatic contact.",0,Syria,Turkey,Syria_Turkey
"A serious incident occurred with the Syrian downing of a Turkish military training flight in June 2012, resulting in Turkey calling an emergency meeting of NATO.",0,Syria,Turkey,Syria_Turkey
"
Syria had maintained an embassy in Ankara and two consulates–general in Istanbul and Gaziantep.",1,Syria,Turkey,Syria_Turkey
Turkey had an embassy in Damascus and a consulate–general in Aleppo.,1,Syria,Turkey,Syria_Turkey
"Diplomatic relations between the countries were severed in March 2012, due to the Syrian civil war.",0,Syria,Turkey,Syria_Turkey
Turkey is a full member of the Union for the Mediterranean and the Organisation of Islamic Cooperation (OIC) while Syria's membership was suspended due to the civil war.,0,Syria,Turkey,Syria_Turkey
"Since the 1960s the United States has been very strong supporter of Israel, and promoted good relations between Israel and Jordan, Lebanon and Egypt, while holding off the hostility from other Middle Eastern nations, especially Syria and Iran.",1,Israel,United States,Israel_United States
"The relations are a very important factor in the United States government's overall policy in the Middle East, and Congress has placed considerable importance on the maintenance of a close and supportive relationship.",1,Israel,United States,Israel_United States
"
Since 1985, the United States has provided nearly US$3 billion in grants annually to Israel, with Israel being the largest annual recipient of American aid from 1976 to 2004 and the largest cumulative recipient of aid ($142.3 billion, not inflation-adjusted) since World War II.",1,Israel,United States,Israel_United States
Seventy-four percent of these funds must be spent purchasing US goods and services.,1,Israel,United States,Israel_United States
"More recently, in fiscal year 2019, the US provided $3.8 billion in foreign military aid to Israel.",1,Israel,United States,Israel_United States
Israel also benefits from about $8 billion of loan guarantees.,1,Israel,United States,Israel_United States
"Almost all US aid to Israel is now in the form of military assistance, while in the past it also received significant economic assistance.",1,Israel,United States,Israel_United States
Strong congressional support for Israel has resulted in Israel receiving benefits not available to other countries.,1,Israel,United States,Israel_United States
"In addition to financial and military aid, the United States also provides political support to Israel, having used its United Nations Security Council veto power 42 times with respect to resolutions relating to Israel, out of a total 83 times in which its veto has ever been used.",1,Israel,United States,Israel_United States
"Between 1991 and 2011, 15 vetos were used to protect Israel out of 24 in total.",1,Israel,United States,Israel_United States
"Bilateral relations have evolved from an initial US policy of sympathy and support for the creation of a Jewish homeland in 1948 to an unusual partnership that links a small but militarily powerful Israel, dependent on the United States for its economic and military strength, with the American superpower trying to balance other competing interests in the region, including Russia's intentions.",1,Israel,United States,Israel_United States
"Others maintain that Israel is a strategic ally, and that US relations with Israel strengthen the US presence in the Middle East.",1,Israel,United States,Israel_United States
Israel is one of the United States' two original major non-NATO allies in the Middle East.,1,Israel,United States,Israel_United States
"Late Republican Senator Jesse Helms used to call Israel ""America's aircraft carrier in the Middle East"", when explaining why the United States viewed Israel as such a strategic ally, saying that the military foothold in the region offered by the Jewish State alone justified the military aid that the United States grants Israel every year.",1,Israel,United States,Israel_United States
"Currently, there are seven major non-NATO allies in the Greater Middle East.",2,Israel,United States,Israel_United States
"Russia-Sweden relations date back to the 10th century; when Swedish Vikings called Varangians founded new states that later evolved into Russia, Ukraine and Belarus.",2,Russia,Sweden,Russia_Sweden
"China-East Timor relations were established following East Timor's independence on May 20, 2002.",1,China,East Timor,China_East Timor
"However, China had established a representative office in Dili in 2000, when was still under United Nations administration.",1,China,East Timor,China_East Timor
"Since East Timor's independence, China has paid for the construction of the Presidential Palace in Dili, as well as the Ministry of Foreign Affairs and the residential headquarters of the Defence Force.",1,China,East Timor,China_East Timor
"In 2003, Beijing signed a deal with the Community of Portuguese Language Countries, of which East Timor is a member, to increase trade and economic development among the countries.",1,China,East Timor,China_East Timor
"In 2006, the then President Xanana Gusmão called China ""a “reliable friend” and had committed East Timor to a One China policy""In 2014, the two countries issued a joint communiqué reaffirming that East Timor recognised the Government of the People's Republic of China as ""the sole lawful Government representing the whole of China"", that Taiwan was ""an inalienable part of the Chinese territory"", and that East Timor would not establish ""any form of official relationship or conduct any form of official contacts"" with Taiwan.",1,China,East Timor,China_East Timor
"When East Timor was under Portuguese rule, Taiwan, as the ""Republic of China"", had a Consulate in Dili.",2,China,East Timor,China_East Timor
"However, when Fretilin unilaterally declared the territory's independence as the Democratic Republic of East Timor, on 28 November 1975, the People's Republic of China was one of the few countries in the world to recognise the new state.",1,China,East Timor,China_East Timor
"Following the Indonesian invasion on 7 December 1975, China, as a permanent member of the UN Security Council, supported United Nations Security Council Resolution 384 deploring the invasion, upholding the territory's right to self-determination and calling on Indonesia to withdraw.",1,China,East Timor,China_East Timor
"There is also increased military cooperation between the two countries, with the 2008 purchase of two Shanghai-Class patrol boats from a Chinese company.",1,China,East Timor,China_East Timor
"These boats were initially to be manned by Chinese sailors, while the Chinese trained the Timorese to guard their coasts.",2,China,East Timor,China_East Timor
"In addition, China signed a contract providing US$9 million toward the building of a new headquarters for the military in East Timor.",1,China,East Timor,China_East Timor
"Israel has an embassy in Nicosia, while Cyprus has an embassy in Tel-Aviv.",1,Cyprus,Israel,Cyprus_Israel
"Both countries are members of the Union for the Mediterranean, United Nations, Euro-Atlantic Partnership Council, Organisation for Economic Co-operation and Development, International Monetary Fund, World Bank, and World Trade Organization.",2,Cyprus,Israel,Cyprus_Israel
"
Cyprus and Israel have extensive collaboration on military, cultural and political matters.",1,Cyprus,Israel,Cyprus_Israel
"The prospect of a joint use of oil and gas fields off Cyprus, as well as EuroAsia Interconnector, now the world's longest subsea electric power cable have also brought the two countries closer together.",1,Cyprus,Israel,Cyprus_Israel
"American–Uzbek relations formally began when the United States recognized the independence of Uzbekistan on December 25, 1991, and opened an embassy in Tashkent in March 1992.",1,United States,Uzbekistan,United States_Uzbekistan
"U.S.-Uzbekistan relations developed slowly and reached a peak following the U.S. decision to invade Afghanistan following the September 11, 2001 attacks.",1,United States,Uzbekistan,United States_Uzbekistan
"Relations cooled significantly following the ""color revolutions"" in the former Soviet republics of Georgia, Ukraine, and Kyrgyzstan in 2003-2005, and the Government of Uzbekistan sought to limit the influence of U.S. and other foreign non-governmental organizations (NGOs) working on civil society, political reform, and human rights inside the country.",0,United States,Uzbekistan,United States_Uzbekistan
"
Relations improved slightly in the latter half of 2007, but the U.S. continues to call for Uzbekistan to meet all of its commitments under the March 2002 Declaration of Strategic Partnership between the two countries.",1,United States,Uzbekistan,United States_Uzbekistan
"The declaration covers not only security and economic relations but political reform, economic reform, and human rights.",2,United States,Uzbekistan,United States_Uzbekistan
"Uzbekistan has Central Asia's largest population and is vital to U.S., regional, and international efforts to promote stability and security.",2,United States,Uzbekistan,United States_Uzbekistan
"
According to a 2002 global opinion poll, 85% of Uzbeks view the United States favorably, compared with only 10% who viewed the U.S. negatively.",1,United States,Uzbekistan,United States_Uzbekistan
"According to the 2012 U.S. Global Leadership Report, 40% of Uzbeks approve of U.S. leadership, with 22% disapproving and 39% uncertain.",1,United States,Uzbekistan,United States_Uzbekistan
"Turkey–Morocco relations covers relations between Morocco and Turkey, and spanned a period of several centuries, from the early 16th century to the 19th century when Northern Africa was taken over by France, until modern times.",2,Morocco,Turkey,Morocco_Turkey
"
The history between the Ottoman Empire and Morocco constitutes a strong basis for the current bilateral relations without any historical prejudices.",2,Morocco,Turkey,Morocco_Turkey
"From the Moroccan perspective, Turkey is a modern and developed country which also keeps its national identity.",2,Morocco,Turkey,Morocco_Turkey
"
Diplomatic relations between Turkey and Morocco were established on 17 April 1956 by a joint declaration of the Governments of two countries; following the proclamation of independence of the Kingdom of Morocco.",1,Morocco,Turkey,Morocco_Turkey
"Benin–Russia relations (Russian: Российско-бенинские отношения) is the relationship between the two countries, Benin and Russia.",2,Benin,Russia,Benin_Russia
Malaysia–Solomon Islands relations (Malay: Hubungan Kepulauan Solomon–Malaysia; Jawi: هوبوڠن كڤولاوان سولومون–مليسيا) refers to foreign relations between Malaysia and Solomon Islands.,2,Malaysia,Solomon Islands,Malaysia_Solomon Islands
"Malaysia has an honorary consulate in Honiara while the Malaysia high commission in Port Moresby is also accredited to the country, and Solomon Islands has a high commission in Kuala Lumpur.",1,Malaysia,Solomon Islands,Malaysia_Solomon Islands
"China–Japan relations or Sino-Nippon relations (simplified Chinese: 中日关系; traditional Chinese: 中日關係; pinyin: Zhōngrì guānxì; Japanese: 日中関係, romanized: Nitchū kankei) are the international relations between the People's Republic of China and Japan.",2,China,Japan,China_Japan
The countries are geographically separated by the East China Sea.,2,China,Japan,China_Japan
"Japan has been strongly influenced throughout history by China with its language, architecture, culture, religion, philosophy, and law.",2,China,Japan,China_Japan
"When it opened trade relations with the West in the mid-19th century, Japan plunged itself through an active process of Westernization during the Meiji Restoration in 1868 adopting Western European cultural influences, and began viewing China as an antiquated civilization, unable to defend itself against Western forces in part due to the First and Second Opium Wars and Anglo-French Expeditions from the 1860s to the 1880s.",2,China,Japan,China_Japan
"
According to Chinese government, the relationship between China and Japan has been strained at times by Japan's refusal to acknowledge its wartime past to the satisfaction of China.",0,China,Japan,China_Japan
"However, according to Japanese government, the expansion of People's Liberation Army and its assertive actions have been damaging the bilateral relation.",0,China,Japan,China_Japan
Revisionist comments made by prominent Japanese officials and some Japanese history textbooks regarding the 1937 Nanking Massacre have been a focus of particular controversy.,0,China,Japan,China_Japan
"Sino-Japanese relations warmed considerably after Shinzō Abe became the Prime Minister of Japan in September 2006, and a joint historical study conducted by China and Japan released a report in 2010 which pointed toward a new consensus on the issue of Japanese war crimes.",1,China,Japan,China_Japan
" The Senkaku Islands dispute also resulted in a number of hostile encounters in the East China Sea, heated rhetoric, and riots in the People's Republic of China (PRC).",0,China,Japan,China_Japan
"
China's and Japan's economies are respectively the world's second and third-largest economies by nominal GDP.",2,China,Japan,China_Japan
"Also, China's and Japan's economies are the world's first and fourth-largest economies by GDP PPP.",2,China,Japan,China_Japan
"In 2008, China-Japan trade grew to $266.4 billion, a rise of 12.5 percent on 2007, making China and Japan the top two-way trading partners.",1,China,Japan,China_Japan
China was also the biggest destination for Japanese exports in 2009.,1,China,Japan,China_Japan
"Since the end of World War II, Sino-Japanese relations are still mired in tension,which risks the break-out of a conflict in Asia.",0,China,Japan,China_Japan
"The enmity between these two countries emanated from the history of the Japanese war and the imperialism and maritime disputes in the East China Sea (Xing, 2011).",0,China,Japan,China_Japan
"Thus, as much as these two nations are close business partners, there is an undercurrent of tension, which the leaders from both sides are trying to quell.",0,China,Japan,China_Japan
"Chinese President Xi Jinping, Chinese Premier Li Keqiang and Japanese Prime Minister Abe Shinzo have met several times face to face to try to build a cordial relationship between the two countries (Fuhrmann, 2016).",1,China,Japan,China_Japan
"The main argument among observers and commentators is whether the relationship between China and Japan would remain stable due to their strong bilateral trades or the relationship would collapse due to the historical rivalry and enmity (Xing, 2011).",2,China,Japan,China_Japan
